original	old	match_kind	name_usage	accepted_name_usage	parent_name_usage
Wallabia bicolor	:wallabia-bicolor	species match	https://id.biodiversity.org.au/instance/afd/72346953	https://id.biodiversity.org.au/instance/afd/72346953	https://id.biodiversity.org.au/instance/afd/70811660
Wurmbea dioica subsp dioica	:wurmbea-dioica-subsp-dioica	subspecies match	https://id.biodiversity.org.au/instance/apni/614065	https://id.biodiversity.org.au/instance/apni/614065	https://id.biodiversity.org.au/instance/apni/614064
Xerochrysum viscosum	:xerochrysum-viscosum	species match	https://id.biodiversity.org.au/instance/apni/781089	https://id.biodiversity.org.au/instance/apni/781089	https://id.biodiversity.org.au/instance/apni/741083
Zizina otis	:zizina-otis	species match	https://id.biodiversity.org.au/instance/afd/70932361	https://id.biodiversity.org.au/instance/afd/70932361	https://id.biodiversity.org.au/instance/afd/70932360
Crinum	:crinia		https://id.biodiversity.org.au/name/apni/84643
Diuris	:diuris		https://id.biodiversity.org.au/name/apni/78645
	:acacia		https://id.biodiversity.org.au/name/apni/56859
	:anas		https://id.biodiversity.org.au/name/apni/200502
	:austrostipa		https://id.biodiversity.org.au/name/apni/199335
	:caladenia		https://id.biodiversity.org.au/name/apni/90466
	:eucalyptus		https://id.biodiversity.org.au/name/apni/102507
	:goodenia		https://id.biodiversity.org.au/name/apni/89049
	:limnodynastes		https://biodiversity.org.au/afd/taxa/Limnodynastes
	:litoria		https://biodiversity.org.au/afd/taxa/Litoria
	:lobelia		https://id.biodiversity.org.au/name/apni/86121
	:nassella		https://id.biodiversity.org.au/name/apni/63766
	:olearia		https://id.biodiversity.org.au/name/apni/103168
	:prasophyllum		https://id.biodiversity.org.au/name/apni/85348
	:rhipidura		https://biodiversity.org.au/afd/taxa/Rhipidura_%28Rhipidura%29
	:swainsona		https://id.biodiversity.org.au/name/apni/75044
	:tiliqua		https://biodiversity.org.au/afd/taxa/Tiliqua
